"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IZYI9CHW","webpage","","","MPAA Report 2018","","","","","https://www.mpaa.org/wp-content/uploads/2019/03/MPAA-THEME-Report-2018.pdf","","","2019-05-20 16:01:22","2019-05-20 16:01:29","2019-05-20 16:01:07","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\454M72KT\MPAA-THEME-Report-2018.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCJ6I756","magazineArticle","2019","Reader, Ruth; Reader, Ruth; Reader, Ruth","Amazon is blocking ads for products that lose money","Fast Company","","","","https://www.fastcompany.com/90323301/amazon-blocks-vendor-ads-for-unprofitable-products","The e-commerce giant has issued new rules for vendors they might not like.","2019-03-21","2019-05-20 16:00:27","2020-01-16 20:44:20","2019-05-20 16:00:27","","","","","","","","","","","","","","en-US","","","","","","","","","F:\zotero\storage\ZK2U963C\amazon-blocks-vendor-ads-for-unprofitable-products.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LI6BRZAP","webpage","","violetblue","Hey Alexa: How can we escape surveillance capitalism?","Engadget","","","","https://www.engadget.com/2019/04/30/hey-alexa-how-can-we-escape-surveillance-capitalism/","Didn’t your mom ever tell you not to talk to strange robots?","","2019-05-20 15:59:33","2019-05-20 15:59:33","2019-05-20 15:59:33","","","","","","","Hey Alexa","","","","","","","en","","","","","","","","","F:\zotero\storage\JEX79S6D\hey-alexa-how-can-we-escape-surveillance-capitalism.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QGTFKCRF","magazineArticle","2019","Browning, Jonathan","Amazon Merchants Hit by Extensive Six-Month Fraud","Fortune","","","","http://fortune.com/2019/05/08/amazon-merchants-fraud/","It's unclear how much money was stolen.","2019-05-08","2019-05-20 15:58:32","2019-09-23 14:09:34","2019-05-20 15:58:32","","","","","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N4PF44SC","magazineArticle","2019","Richter, Wolf","E-Commerce Crushes Mall Retailers One by One. Here’s the Data","Wolf Street","","","","https://wolfstreet.com/2019/05/18/e-commerce-crushes-mall-retailers-one-by-one-heres-the-data/","Brick-and-mortar department stores – the lucky ones still open – are on schedule to be toast.","2019-05-19","2019-05-20 15:57:13","2019-09-23 17:04:57","2019-05-20 15:57:13","","","","","","","","","","","","","","en-US","","","","","","","","","F:\zotero\storage\Q6VL2F6M\e-commerce-crushes-mall-retailers-one-by-one-heres-the-data.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56PS5HJP","webpage","2019","Schaal, Dennis","Amazon Confirms Flight-Booking Launch as Part of a Superapp Strategy","Skift","","","","https://skift.com/2019/05/18/amazon-confirms-flight-booking-launch-as-part-of-a-superapp-strategy/","Days after Skift broke the news story that Amazon had launched domestic flights in India, Amazon India confirmed the launch and touted how customers can","2019-05-18","2019-05-20 15:56:24","2019-09-21 19:35:12","2019-05-20 15:56:24","","","","","","","","","","","","","","en-US","","","","","","","","","F:\zotero\storage\UJ9JT29L\amazon-confirms-flight-booking-launch-as-part-of-a-superapp-strategy.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4B8AWGGZ","magazineArticle","2019","Cain, Isobel Asher Hamilton, Áine","Amazon warehouse employees speak out about the 'brutal' reality of working during the holidays, when 60-hour weeks are mandatory and ambulance calls are common","Business Insider","","","","https://www.businessinsider.com/amazon-employees-describe-peak-2019-2","Business Insider spoke to 30 current and former Amazon workers in the US, the UK, and Europe about what it's like to work during peak season.","2019-02-19","2019-04-26 20:31:36","2019-09-23 17:51:48","2019-07-27 08:01:48","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\A9ACHWUB\amazon-employees-describe-peak-2019-2.html; ","https://www.businessinsider.com/amazon-employees-describe-peak-2019-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IW9FKPCQ","webpage","","","The Future of Amazon Go - Food Institute Focus","","","","","https://www.foodinstitute.com/blog/future-of-amazon-go","","","2019-07-27 07:37:19","2019-07-27 07:37:19","2019-07-27 07:37:19","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\DGD3LC4T\future-of-amazon-go.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78FAHJZF","blogPost","2017","Evans, Benedict","The Amazon machine","Benedict Evans","","","","https://www.ben-evans.com/benedictevans/2017/12/12/the-amazon-machine","Amazon is a machine to make a machine, and the machine it makes is more Amazon.&nbsp;","2017-12-12","2019-05-20 17:23:09","2019-09-23 21:34:36","2019-07-27 07:27:57","","","","","","","","","","","","","","en-GB","","","","","","","","","F:\zotero\storage\4T525GQS\the-amazon-machine.html; F:\zotero\storage\4AAAJ8BN\the-amazon-machine.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AW5GMHZ","blogPost","2019","Evans, Benedict","Amazon as experiment","Benedict Evans","","","","https://www.ben-evans.com/benedictevans/2019/7/26/amazon-as-experiment","I sometimes think that if you could look in the safe behind Jeff Bezos’s desk, instead of the sports almanac from Back to the Future you’d find an Encyclopedia of Retail, written in maybe 1985. There would be Post-It notes on every page, and every one of those notes has been turned into a team or an","2019-07-27","2019-07-27 07:08:54","2019-09-21 19:32:16","2019-07-27 07:08:54","","","","","","","","","","","","","","en-GB","","","","","","","","","F:\zotero\storage\FTUWD6ZS\amazon-as-experiment.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DL4WNUHZ","magazineArticle","2019","Sussman, Shaoul","How Amazon Controls Its Marketplace","The American Prospect","","1049-7285","","https://prospect.org/article/how-amazon-controls-its-marketplace","Amazon’s dominance doesn’t merely rely on competing with sellers on its platform. It extracts a deep cut from every transaction, at the expense of sellers and customers.","2019-07-26","2019-07-27 07:02:28","2019-07-27 07:03:21","2019-07-27 07:02:28","","","","","","","","","","","","","","en-US","","","","","American Prospect","","","","F:\zotero\storage\RQKH5CN6\how-amazon-controls-its-marketplace.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNZSSNTW","webpage","","","History of Amazon.com, Inc. – FundingUniverse","","","","","http://www.fundinguniverse.com/company-histories/amazon-com-inc-history/","","","2019-07-24 09:51:04","2019-07-24 09:51:07","2019-07-24 09:51:04","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\XS3IW64P\amazon-com-inc-history.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YD9A4KRV","webpage","2019","Rey, Jason Del","Inside the conflict at Walmart that’s threatening its high-stakes race with Amazon","Vox","","","","https://www.vox.com/recode/2019/7/3/18716431/walmart-jet-marc-lore-modcloth-amazon-ecommerce-losses-online-sales","Walmart bought Jet.com to compete with Amazon, but Jet founder Marc Lore is feeling the heat as e-commerce losses surpass $1 billion.","2019-07-03","2019-07-09 13:45:27","2019-09-23 17:57:38","2019-07-24 09:50:14","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\XNDPVT2W\walmart-jet-marc-lore-modcloth-amazon-ecommerce-losses-online-sales.html; F:\zotero\storage\W7EDE3MU\walmart-jet-marc-lore-modcloth-amazon-ecommerce-losses-online-sales.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KI95E8W","webpage","2016","Staff, Recode","Full video: Amazon CEO Jeff Bezos at Code 2016","Vox","","","","https://www.vox.com/2016/6/1/11826718/jeff-bezos-amazon-full-video-code","The Washington Post owner talks a big game about defending the media.","2016-06-01","2019-07-24 09:44:51","2019-07-24 09:44:55","2019-07-24 09:44:51","","","","","","","Full video","","","","","","","","","","","","","","","","F:\zotero\storage\SXB3Q9SD\jeff-bezos-amazon-full-video-code.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XLPU65EC","webpage","2016","Alexander Nazaryan On 07/12/16 at 6:10 AM EDT","Jeff Bezos wants to rule the world","Newsweek","","","","https://www.newsweek.com/2016/07/22/jeff-bezos-amazon-ceo-world-domination-479508.html","The Amazon CEO has cornered online retail, jumped ahead in artificial intelligence with Echo, carved out a powerful spot in the media industry and is even dabbling in spaceflight. And he may be just","2016-07-12","2019-07-24 09:36:29","2019-07-24 09:36:29","2019-07-24 09:36:29","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\QT4SMKWA\jeff-bezos-amazon-ceo-world-domination-479508.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W8LWBWWX","book","2009","Spector, Robert","Amazon.com: Get Big Fast","","978-0-06-185312-8","","","","In Amazon.com Jeff Bezos built something the world had never seen. He created the most recognized brand name on the Internet, became for a time one of the richest men in the world, and was crowned ""the king of cyber-commerce.""Yet for all the media exposure, the inside story of Amazon.com has never really been told. In this revealing, unauthorized account, Robert Spector, journalist and best-selling author, gives us this up-to-date, fast-paced, behind-the-scenes story of the company's creation and rise, its tumultuous present, and its uncertain future.","2009-03-17","2019-07-24 09:30:32","2019-07-24 09:30:35","","","304","","","","","Amazon.com","","","","","Harper Collins","","en","","","","","Google Books","","","","","https://books.google.com/books?id=J-NkSGoY-cIC","","Business & Economics / New Business Enterprises; Business & Economics / Corporate & Business History; Business & Economics / Industries / Retailing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QFPWUCYB","webpage","","tcarmody","Amazon's Counterfeiting Problem","","","","","https://amazonchronicles.substack.com/p/amazons-counterfeiting-problem","Welcome back to the Amazon Chronicles. Thanks for your patience these weeks while I’ve been recovering from shoulder replacement surgery. For those wondering how it’s going — it sucks! They try to make a completely different part of your shoulder do the work the rotator cuff used to do. It’s exactly as hard as that sounds. I’m doing rehab twice a week, and I’m sore all the time, and it’s impossible to get comfortable, and nothing works the way it should.","","2019-07-17 16:37:03","2019-07-17 16:37:19","2019-07-17 16:37:03","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\AN652UCM\amazons-counterfeiting-problem.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NFV9HGS4","webpage","2019","","TOSsed Out","Electronic Frontier Foundation","","","","https://www.eff.org/tossedout","We've been tracking the impact of social media content takedowns and account deactivations for many years. TOSsed Out highlights the various ways in which Terms of Service (TOS) and other speech moderation rules are unevenly enforced, with little to no transparency, against a wide spectrum of...","2019-05-20","2019-05-20 18:32:19","2019-09-23 18:01:47","2019-08-28 13:10:34","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\PKZP8KM3\tossedout.html; F:\zotero\storage\L2R64H77\tossedout.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58MRHUW9","report","2018","","The State of the Amazon Marketplace 2018","","","","","https://fv.feedvisor.com/rs/656-BMZ-780/images/Feedvisor_The-State-of-the-Amazon-Marketplace.pdf","","2018","2019-08-28 08:29:53","2019-08-28 08:30:18","2019-04-26 18:51:44","","","","","","","","","","","","Feedvisor","","","","","","","","","","","F:\zotero\storage\UMQ4Y6TJ\Feedvisor_The-State-of-the-Amazon-Marketplace.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PD94GAHH","newspaperArticle","2019","Streitfeld, David","What Happens After Amazon’s Domination Is Complete? Its Bookstore Offers Clues","The New York Times","","0362-4331","","https://www.nytimes.com/2019/06/23/technology/amazon-domination-bookstore-books.html","Popular novels, technical tomes and self-published books are pirated and sold on Amazon. That may actually be helping the company extend its grip on the book business.","2019-06-23","2019-07-04 08:07:22","2019-09-23 17:58:38","2019-08-17 10:29:58","","","","","","","What Happens After Amazon’s Domination Is Complete?","","","","","","","en-US","","","","","NYTimes.com","","","","","","","Amazon.com Inc; Computers and the Internet; Books and Literature; Antitrust Laws and Competition Issues; E-Commerce; Book Trade and Publishing; Counterfeit Merchandise; Writing and Writers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Technology","","","",""
"FWV8UZ48","magazineArticle","2019","Heimgartner, Jeffrey","Amazon Continues Moving Toward More Warehouse Automation","Engineering.com","","","","https://www.engineering.com/AdvancedManufacturing/ArticleID/19095/Amazon-Continues-Moving-Toward-More-Warehouse-Automation.aspx","","2019-05-24","2019-07-04 09:30:53","2019-08-02 20:19:49","2019-07-04 09:30:53","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\3YPU29WW\Amazon-Continues-Moving-Toward-More-Warehouse-Automation.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVQIKA88","webpage","","Rubin, Ben Fox","Amazon's Scout robots: That's no cooler, that's your Prime delivery","CNET","","","","https://www.cnet.com/news/amazons-scout-robots-thats-no-cooler-thats-your-prime-delivery/","A deeper look at Amazon's autonomous roving sidewalk bots.","","2019-07-04 09:08:58","2019-09-23 17:57:54","2019-07-11 11:56:00","","","","","","","Amazon's Scout robots","","","","","","","en","","","","","","","","","F:\zotero\storage\BQKQ3FZX\amazons-scout-robots-thats-no-cooler-thats-your-prime-delivery.html; F:\zotero\storage\2G2SXQAJ\amazons-scout-robots-thats-no-cooler-thats-your-prime-delivery.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MXSCH9TI","webpage","","","Amy Webb home page","AMY WEBB","","","","https://amywebb.io","Amy Webb is one of America’s leading futurists and an award-winning author. She is the founder of the Future Today Institute and publisher of the annual FTI Trend Report on Tech Trends.","","2019-07-03 17:45:24","2019-07-11 09:50:13","2019-07-03 17:45:24","","","","","","","","","","","","","","en-US","","","","","","","","","F:\zotero\storage\NDR8PQXE\amywebb.io.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A54I4826","webpage","2017","Daniels, Jeff","Online grocery sales set to surge, grabbing 20 percent of market by 2025","CNBC","","","","https://www.cnbc.com/2017/01/30/online-grocery-sales-set-surge-grabbing-20-percent-of-market-by-2025.html","A report predicts that within 10 years more than 70 percent of consumers will shop for food online.","2017-01-30","2019-07-08 10:27:34","2019-07-08 10:27:34","2019-07-08 10:27:34","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\HYZJ4AZ3\online-grocery-sales-set-surge-grabbing-20-percent-of-market-by-2025.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GH4YTDQ4","blogPost","2019","Fassler, Joe","The Man Who’s Going to Save Your Neighborhood Grocery Store","Longreads","","","","https://longreads.com/2019/04/23/the-man-whos-going-to-save-your-grocery-store/","American food supplies are increasingly channeled through a handful of big companies: Amazon, Walmart, FreshDirect, Blue Apron. What do we lose when local supermarkets go under? A lot — and K…","2019-04-23","2019-07-08 08:58:56","2019-09-23 21:54:56","2019-07-08 08:58:56","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\2QA9LYUM\the-man-whos-going-to-save-your-grocery-store.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TAMMJ7GY","webpage","2018","Morgan, Timothy Prickett","Navigating The Revenue Streams And Profit Pools Of AWS","","","","","https://www.nextplatform.com/2018/02/05/navigating-revenue-streams-profit-pools-aws/","It will not happen for a long time, if ever, but we surely do wish that Amazon Web Services, the public cloud division of the online retailing giant, was","2018-02-05","2019-07-06 13:05:25","2019-07-06 13:05:25","2019-07-06 13:05:25","","","","","","","","","","","","","","en-US","","","","","","","","","F:\zotero\storage\BHG7MXIU\navigating-revenue-streams-profit-pools-aws.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EABL3I7W","journalArticle","2019","Winegar, A. G.; Sunstein, C. R.","How Much Is Data Privacy Worth? A Preliminary Investigation","Journal of Consumer Policy","","1573-0700","10.1007/s10603-019-09419-y","https://doi.org/10.1007/s10603-019-09419-y","Do consumers value data privacy? How much? In a survey of 2,416 Americans, we find that the median consumer is willing to pay just $5 per month to maintain data privacy (along specified dimensions), but would demand $80 to allow access to personal data. This is a “superendowment effect,” much higher than the 1:2 ratio often found between willingness to pay and willingness to accept. In addition, people demand significantly more money to allow access to personal data when primed that such data includes health-related data than when primed that such data includes demographic data. We analyze reasons for these disparities and offer some notations on their implications for theory and practice. A general theme is that because of a lack of information and behavioural biases, both willingness to pay and willingness to accept measures are highly unreliable guides to the welfare effects of retaining or giving up data privacy. Gertrude Stein’s comment about Oakland, California may hold for consumer valuations of data privacy: “There is no there there.” For guidance, policymakers should give little or no attention to either of those conventional measures of economic value, at least when steps are not taken to overcome deficits in information and behavioural biases.","2019-07-01","2019-07-04 13:53:52","2019-07-04 13:53:52","2019-07-04 13:53:52","","","","","","J Consum Policy","How Much Is Data Privacy Worth?","","","","","","","en","","","","","Springer Link","","","","","","","Behavioural biases; Data privacy; Endowment effect; Willingness to accept; Willingness to pay","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2FRRH6D","magazineArticle","2017","Thompson, Derek","The Great Retail Apocalypse of 2017 - The Atlantic","The Atlantic","","","","https://www.theatlantic.com/business/archive/2017/04/retail-meltdown-of-2017/522384/","","2017-04-10","2019-07-04 11:03:34","2019-09-23 21:54:24","2019-07-04 11:03:34","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\WDAHRRV9\522384.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RK8LZ44S","newspaperArticle","2017","DePillis, Lydia","The decline of retail, in one chart - Houston Chronicle","Houston Chronicle","","","","https://www.chron.com/business/texanomics/article/The-decline-of-retail-in-one-chart-11078476.php","","2017-04-17","2019-07-04 11:02:36","2019-09-23 21:52:41","2019-07-04 11:02:36","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\SYY84LUW\The-decline-of-retail-in-one-chart-11078476.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIGD6625","webpage","","","The future of grocery--in store and online | McKinsey","","","","","https://www.mckinsey.com/industries/retail/our-insights/the-future-of-grocery-in-store-and-online","","","2019-07-04 10:57:08","2019-07-04 10:57:08","2019-07-04 10:57:08","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\UBVBUMMQ\the-future-of-grocery-in-store-and-online.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"929SGKQP","magazineArticle","2018","Felsted, Andrea","From Amazon to Alibaba, Grocers' Agony Is Endless - Bloomberg","Bloomberg","","","","https://www.bloomberg.com/opinion/articles/2018-08-06/from-amazon-to-alibaba-grocers-agony-is-endless","","2018-08-06","2019-07-04 09:49:59","2019-09-23 17:08:36","2019-07-04 09:49:59","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\NRITV35D\from-amazon-to-alibaba-grocers-agony-is-endless.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCHIHYYX","blogPost","2019","Steiner, Ina","Amazon Asks Sellers to Stock FBA Shelves for 1-Day Prime","EcommerceBytes","","","","https://www.ecommercebytes.com/2019/05/22/amazon-asks-sellers-to-stock-fba-shelves-for-1-day-prime/","Sellers who use Amazon's FBA fulfillment service can ""increase sales and earn storage fee discounts of 50 to 75%,"" the marketplace announced on Tuesday as it looks for more inventory to help it meet its","2019-05-22","2019-07-04 09:33:27","2019-07-04 09:33:27","2019-07-04 09:33:27","","","","","","","","","","","","","","en-US","","","","","","","","","F:\zotero\storage\9UNWQNJ9\amazon-asks-sellers-to-stock-fba-shelves-for-1-day-prime.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9C64TXUQ","magazineArticle","2019","Bariso, Justin","20 Years Ago, Jeff Bezos Gave an Interview Detailing Amazon's Killer Strategy--and It's Absolutely Brilliant | Inc.com","Inc.","","","","https://www.inc.com/justin-bariso/20-years-ago-jeff-bezos-gave-an-interview-detailing-amazons-killer-strategy-and-its-absolutely-brilliant.html","","2019-05-22","2019-07-04 09:31:27","2019-09-21 19:15:57","2019-07-04 09:31:27","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\U7L4N4C8\20-years-ago-jeff-bezos-gave-an-interview-detailing-amazons-killer-strategy-and-its-absolutely-.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GSTQPHPR","webpage","","","The future of work in retail automation | McKinsey","","","","","https://www.mckinsey.com/industries/retail/our-insights/automation-in-retail-an-executive-overview-for-getting-ready","","","2019-07-04 09:30:00","2019-07-04 09:30:00","2019-07-04 09:30:00","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\MR2DINI5\automation-in-retail-an-executive-overview-for-getting-ready.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEIMKX5I","newspaperArticle","2019","Ovide, Shira","Amazon’s Slowing Sales Growth Signals a Supply Shift","Bloomberg","","","","https://www.bloomberg.com/opinion/articles/2019-05-28/amazon-s-slowing-sales-growth-signals-a-supply-shift","Acting more like eBay and less like Walmart makes sense. It’s the timing that’s curious.","2019-05-28","2019-07-04 09:28:13","2019-09-23 16:53:44","2019-07-04 09:28:13","","","","","","","","","","","","","","en","","","","","www.bloomberg.com","","","","F:\zotero\storage\B3WSNN7Z\amazon-s-slowing-sales-growth-signals-a-supply-shift.html","","","Food; Seattle; view; ALPHABET INC-CL A; Logistics; WALMART INC; E-commerce; AMAZON.COM INC; APPLE INC; FACEBOOK INC-CLASS A; Social Network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIYPIQN6","webpage","2019","PM, Travis Hoium 05/24/19 AT 10:58","One Industry Amazon Is Set To Disrupt","International Business Times","","","","https://www.ibtimes.com/one-industry-amazon-set-disrupt-2794847","Food service distribution may be in for a wake-up call if Amazon continues to expand in the space.","2019-05-24","2019-07-04 09:24:56","2019-07-04 09:24:56","2019-07-04 09:24:56","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\6Q668HP9\one-industry-amazon-set-disrupt-2794847.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRVZNZI2","newspaperArticle","2019","Katzanak, Jack","Amazon opens warehouse to show how humans, robots are both necessary to meet demand – Press Enterprise","The Press-Enterprise","","","","https://www.pe.com/2019/05/24/amazon-opens-warehouse-to-show-how-humans-robots-are-both-necessary-to-meet-demand/","","2019-05-24","2019-07-04 09:23:53","2019-09-23 14:10:25","2019-07-04 09:23:53","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\V7I9YVUN\amazon-opens-warehouse-to-show-how-humans-robots-are-both-necessary-to-meet-demand.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6IRGT7W","webpage","","","UK cooking and baking retailer market share: Amazon takes top spot","","","","","https://www.retail-insight-network.com/comment/uk-cooking-and-baking-retailer-market-share/","","","2019-07-04 09:22:08","2019-07-04 09:22:13","2019-07-04 09:22:08","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\KL7FKFTH\uk-cooking-and-baking-retailer-market-share.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y49NCA9J","journalArticle","2019","Brynjolfsson, Erik; Collis, Avinash; Eggers, Felix","Using massive online choice experiments to measure changes in well-being","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.1815663116","https://www.pnas.org/content/116/15/7250","Gross domestic product (GDP) and derived metrics such as productivity have been central to our understanding of economic progress and well-being. In principle, changes in consumer surplus provide a superior, and more direct, measure of changes in well-being, especially for digital goods. In practice, these alternatives have been difficult to quantify. We explore the potential of massive online choice experiments to measure consumer surplus. We illustrate this technique via several empirical examples which quantify the valuations of popular digital goods and categories. Our examples include incentive-compatible discrete-choice experiments where online and laboratory participants receive monetary compensation if and only if they forgo goods for predefined periods. For example, the median user needed a compensation of about $48 to forgo Facebook for 1 mo. Our overall analyses reveal that digital goods have created large gains in well-being that are not reflected in conventional measures of GDP and productivity. By periodically querying a large, representative sample of goods and services, including those which are not priced in existing markets, changes in consumer surplus and other new measures of well-being derived from these online choice experiments have the potential for providing cost-effective supplements to the existing national income and product accounts.","2019-04-09","2019-07-04 09:14:05","2019-07-04 09:14:05","2019-07-04 09:14:05","7250-7255","","15","116","","PNAS","","","","","","","","en","Copyright © 2019 the Author(s). Published by PNAS.. https://creativecommons.org/licenses/by-nc-nd/4.0/This open access article is distributed under Creative Commons Attribution-NonCommercial-NoDerivatives License 4.0 (CC BY-NC-ND).","","","","www.pnas.org","","PMID: 30914458","","F:\zotero\storage\WZSIY92E\Brynjolfsson et al. - 2019 - Using massive online choice experiments to measure.pdf; ; F:\zotero\storage\EP9EAQQT\7250.html","http://www.ncbi.nlm.nih.gov/pubmed/30914458","","GDP; choice experiments; consumer surplus; digital goods; free goods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4SS9K2S4","webpage","","","Unlocking digital competition, Report of the Digital Competition Expert Panel","GOV.UK","","","","https://www.gov.uk/government/publications/unlocking-digital-competition-report-of-the-digital-competition-expert-panel","An independent report on the state of competition in digital markets, with proposals to boost competition and innovation for the benefit of consumers and businesses.","","2019-07-04 09:13:36","2019-07-04 09:13:36","2019-07-04 09:13:36","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\PAQX9IKU\unlocking-digital-competition-report-of-the-digital-competition-expert-panel.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
